name,description,address,regularPrice,discountPrice,bathrooms,bedrooms,furnished,parking,type,offer,userRef
/dev/null; touch /tmp/blns.fail ; echo,和製漢語,2599 Myrtle Alley,30545,68317,9,15,true,true,true,false,0/0
1E02,울란바토르,69 Blackbird Place,73352,19429,0,19,false,false,true,true,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,NIL,566 Declaration Road,12914,68334,19,4,true,true,false,true,-1
Œ„´‰ˇÁ¨ˆØ∏”’,"'""'",99 Fisk Road,59018,30433,4,16,false,true,true,true,👩🏽
-1E+02,🐵 🙈 🙉 🙊,3 Kipling Circle,114,74386,16,11,true,true,true,true,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮
',-$1.00,1 Crowley Place,45040,95506,8,17,false,true,false,true,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿
test,0.00,3 Oak Valley Lane,73049,13897,7,4,false,true,false,true,-1E2
test,../../../../../../../../../../../etc/hosts,64334 Schlimgen Avenue,31399,90978,11,15,false,true,false,true,/dev/null; touch /tmp/blns.fail ; echo
1E2,␢,9 Holmberg Trail,57408,36259,15,11,true,true,true,true,<svg><script>0<1>alert('XSS')</script>
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },部落格,03930 Oak Valley Trail,23824,14893,8,1,false,false,true,true,() { 0; }; touch /tmp/blns.shellshock1.fail;
!@#$%^&*(),Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,782 Jackson Trail,24143,83732,7,0,true,true,false,true,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,⁦test⁧,45873 Bartillon Alley,25880,20950,0,18,false,true,true,false,1'; DROP TABLE users--
0.00,‪‪test‪,01 Vernon Junction,96318,28717,6,4,false,true,false,true,"""''''""'"""
test⁠test‫,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,840 Dennis Hill,17350,15622,13,14,false,true,true,true,␣
和製漢語, ,0466 2nd Place,61594,93734,0,15,false,true,true,true, 
ÅÍÎÏ˝ÓÔÒÚÆ☃,/dev/null; touch /tmp/blns.fail ; echo,67 Arrowood Pass,36337,4588,12,12,true,false,true,false,../../../../../../../../../../../etc/passwd%00
"""'""'""''''""",¡™£¢∞§¶•ªº–≠,45476 Bunting Hill,36985,81850,3,16,false,false,false,false,部落格
-1E+02,-1E+02,41874 Michigan Park,38671,79970,5,2,false,true,false,false,"""''''""'"""
ÅÍÎÏ˝ÓÔÒÚÆ☃,¡™£¢∞§¶•ªº–≠,65 Weeping Birch Park,72275,64159,12,20,true,true,false,false,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
",./;'[]\-=",(｡◕ ∀ ◕｡),07 Glacier Hill Place,43841,32350,1,20,true,false,true,false,test
﻿,1/2,464 Ryan Avenue,46080,25915,12,1,false,false,false,false,울란바토르
⁰⁴⁵₀₁₂,⁦test⁧,6 Surrey Court,11314,27269,7,2,false,true,true,false,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
 ,"__ﾛ(,_,*)",02755 Longview Parkway,87669,42219,18,10,false,true,true,false,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو."
NIL,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",05 Elmside Way,52052,2874,9,16,false,true,false,false,社會科學院語學研究所
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,"""'""'""''''""",01 Buena Vista Park,13226,15650,2,18,false,false,true,false,test⁠test‫
١٢٣,<script>alert('hi')</script>,56 Fair Oaks Avenue,98789,97285,2,0,true,false,true,false, 
0/0,1E02,6717 8th Place,89638,96573,3,2,false,true,true,true,() { 0; }; touch /tmp/blns.shellshock1.fail;
(｡◕ ∀ ◕｡),✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,054 Eastwood Avenue,30995,82017,1,11,true,false,false,true,​
-1E+02,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,4 Banding Street,27858,67009,6,17,true,true,false,true,¡™£¢∞§¶•ªº–≠
‪‪test‪,⁰⁴⁵₀₁₂,25 Ludington Trail,90736,44853,2,4,true,true,false,true,１２３
・(￣∀￣)・:*:,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,3 Debra Lane,64751,9195,9,0,true,false,false,true,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ 
`⁄€‹›ﬁﬂ‡°·‚—±,᠎,28237 Brown Plaza,50441,86728,20,16,false,true,false,true,😍
<script>alert('hi')</script>,1,8 Crownhardt Plaza,62419,1978,20,18,false,true,false,true,1E2
!@#$%^&*(), ,65666 Jenna Street,45861,73146,19,12,false,false,true,false,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
!@#$%^&*(),"<>?:""{}|_+",251 Carioca Park,61488,35161,18,3,false,true,true,true,・(￣∀￣)・:*:
1,␡,34 Bunker Hill Court,21471,49343,14,20,true,true,true,true,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣
00˙Ɩ$-,NULL,5 Glendale Terrace,10416,98131,15,11,false,true,true,true,"""''''""'"""
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.","""'""'""''''""",99 Monica Center,36316,99945,19,19,false,false,false,true,-$1.00
-1E02,1;DROP TABLE users,36859 Brickson Park Trail,93734,19853,1,17,false,false,false,false,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
␢,1.00,8977 Amoth Alley,83283,50612,10,7,true,true,false,true,Ω≈ç√∫˜µ≤≥÷
<script>alert('hi')</script>,() { 0; }; touch /tmp/blns.shellshock1.fail;,925 Coolidge Place,73189,59309,18,7,false,true,true,true,../../../../../../../../../../../etc/hosts
test,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,061 Farwell Way,77508,11529,15,0,true,false,false,true,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
田中さんにあげて下さい,<script>alert('hi')</script>,0 Brentwood Park,63338,10226,4,1,false,true,false,false,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
部落格,00˙Ɩ$-,7 Briar Crest Court,42390,23654,15,18,true,false,true,true,Ω≈ç√∫˜µ≤≥÷
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,1 Linden Alley,52763,60764,7,6,false,false,true,false,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣
田中さんにあげて下さい,﻿,65 Vahlen Place,46175,80470,0,13,true,false,true,false,1'; DROP TABLE users--
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,⁰⁴⁵₀₁₂,1 5th Court,44216,71575,17,14,true,false,true,true,0.00
-1/2,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",24 Upham Lane,28070,14985,18,8,false,true,true,true,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
1,␣,0517 Dorton Center,62910,1065,11,18,true,false,false,false,''
',(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,89 Boyd Plaza,94592,80279,10,19,false,false,false,true,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,1E+02,73035 Moulton Lane,95488,77707,9,0,true,false,false,true,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",Œ„´‰ˇÁ¨ˆØ∏”’,0 Graceland Pass,46727,77036,10,11,true,false,true,false,​
١٢٣,-1E2,39123 Clove Plaza,5065,78469,6,2,true,true,false,false,🐵 🙈 🙉 🙊
0/0,␣,95172 Blackbird Drive,10535,16280,0,12,true,false,true,true,　
1.00,1E2,46 Fisk Alley,76124,1913,10,0,true,false,true,true,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
"<>?:""{}|_+",🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,4564 Declaration Hill,25264,30402,18,20,true,true,true,false,1'; DROP TABLE users--
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,1/0,81836 Rockefeller Court,6546,21634,14,1,true,false,false,false,😍
1,(｡◕ ∀ ◕｡),5361 Boyd Terrace,69685,45071,3,4,true,false,true,false,👩🏽
1E02,"""'""'""''''""",381 Oxford Circle,51411,89892,18,16,true,true,true,false,1;DROP TABLE users
👩🏽,1/2,465 Kings Court,3972,21330,10,5,true,true,true,true,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,../../../../../../../../../../../etc/passwd%00,73 Hallows Court,34241,41455,19,13,false,true,false,true,!@#$%^&*()
部落格,"""'""'""''''""",0233 Shoshone Court,24612,27260,12,20,true,true,false,true,‫test‫
(｡◕ ∀ ◕｡),1E+02,0 Surrey Circle,91109,25987,2,8,false,false,false,true,0/0
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,"""''''""'""",997 Starling Way,28287,22934,0,13,false,true,true,false,‫test‫
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,울란바토르,30 Vermont Alley,68655,9602,4,17,false,true,true,true,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ
-1.00,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,9882 Clyde Gallagher Lane,67411,3702,3,18,false,false,false,false,␢
¡™£¢∞§¶•ªº–≠,<svg><script>0<1>alert('XSS')</script>,9 Almo Center,7409,59912,12,1,true,true,true,true,nil
<img src=x onerror=alert('hi') />,הָיְתָהtestالصفحات التّحول,19119 Elka Avenue,58714,4333,3,11,false,false,true,false,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
1/0,部落格,7309 La Follette Park,54018,57850,18,2,true,false,false,true,　
｀ｨ(´∀｀∩,œ∑´®†¥¨ˆøπ“‘,247 Village Green Avenue,66795,78713,4,14,true,false,false,false,null
הָיְתָהtestالصفحات التّحول,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,2 Wayridge Crossing,2238,30742,16,16,true,false,true,true,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,`⁄€‹›ﬁﬂ‡°·‚—±,9868 Raven Trail,91983,26092,16,18,false,false,true,true,/dev/null; touch /tmp/blns.fail ; echo
NIL,⁰⁴⁵₀₁₂,723 Ridge Oak Court,10535,51710,0,13,true,true,false,false,test⁠test‫
null,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,625 Drewry Alley,91265,80889,12,8,false,false,false,true,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟
-1/2,⁰⁴⁵₀₁₂,3025 Bartelt Street,91505,74874,13,14,false,false,true,true,部落格
null,nil,6 Elgar Hill,90693,90602,4,20,true,false,false,false,"""''''""'"""
　,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,5 Roth Alley,38628,62150,12,10,true,false,false,false,`⁄€‹›ﬁﬂ‡°·‚—±
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",-1.00,1 Banding Park,94484,61045,2,16,true,true,true,true,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’"
-1E2,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",891 Calypso Place,56809,9263,18,15,false,true,false,false,パーティーへ行かないか
$1.00,1/2,1 Lyons Court,80627,21151,4,13,false,false,false,true,¡™£¢∞§¶•ªº–≠
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,​,61 Cherokee Street,4637,32041,0,14,true,true,true,true, 
',../../../../../../../../../../../etc/passwd%00,7 Dunning Pass,18674,43571,14,8,true,true,false,false,1.00
"""''''""'""",,001 Bashford Avenue,95027,64695,20,16,true,true,false,false,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
・(￣∀￣)・:*:,,93 Gerald Drive,15570,65165,13,13,false,false,false,false,`⁄€‹›ﬁﬂ‡°·‚—±
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,사회과학원 어학연구소,0 Westridge Junction,57377,62248,6,6,false,true,false,true,1E02
‪‪test‪,ÅÍÎÏ˝ÓÔÒÚÆ☃,61 Fair Oaks Crossing,5313,78592,13,12,false,false,true,true,﻿
・(￣∀￣)・:*:,() { 0; }; touch /tmp/blns.shellshock1.fail;,4320 Vahlen Pass,40557,71152,15,3,false,false,true,false,｀ｨ(´∀｀∩
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,36 Lawn Center,28197,24858,16,17,true,true,true,true,test⁠test‫
åß∂ƒ©˙∆˚¬…æ,١٢٣,72 Weeping Birch Street,37562,19566,10,6,false,true,false,true,・(￣∀￣)・:*:
"""""", ,8 6th Junction,82016,64114,17,2,true,false,true,false,`⁄€‹›ﬁﬂ‡°·‚—±
１２３,1;DROP TABLE users,9 Judy Center,36919,18602,14,13,true,false,true,true,
!@#$%^&*(),null,21 Trailsway Plaza,5710,75712,6,16,false,false,false,true,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
¡™£¢∞§¶•ªº–≠,﻿,6 Sunbrook Pass,53013,46711,18,0,true,false,false,true,パーティーへ行かないか
test⁠test‫,社會科學院語學研究所,883 Erie Point,22427,14437,4,9,false,false,false,false,Œ„´‰ˇÁ¨ˆØ∏”’
₀₁₂,᠎,90560 Shelley Pass,53331,90896,19,17,false,true,true,false,../../../../../../../../../../../etc/hosts
⁦test⁧,¸˛Ç◊ı˜Â¯˘¿,3 Lien Crossing,13116,57922,19,7,false,false,true,true,パーティーへ行かないか
¸˛Ç◊ı˜Â¯˘¿,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",7 Sutherland Circle,6060,20142,11,13,true,true,false,true,NIL
"'""'",NIL,0 Reindahl Road,37979,85229,1,16,true,false,true,false,‫test‫
⁦test⁧,١٢٣,4563 Orin Pass,96889,36669,4,5,true,true,true,true,(╯°□°）╯︵ ┻━┻)  
"""""",() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },784 Del Mar Center,58988,93413,6,7,true,false,true,true,␡
｀ｨ(´∀｀∩,‪‪test‪,651 Merrick Center,37770,91472,7,3,true,false,false,true,() { 0; }; touch /tmp/blns.shellshock1.fail;
åß∂ƒ©˙∆˚¬…æ,,6 Merchant Alley,40550,26204,2,18,true,false,false,true,-1E+02
0/0,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },08 Bashford Parkway,32331,79335,6,14,false,true,false,false,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",1 Steensland Street,6479,99536,8,4,false,false,true,false,NIL
1,"""''''""'""",793 Warner Lane,18202,95621,12,1,true,false,true,true,⁦test⁧
0/0,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,50 Warner Road,3901,35919,4,3,true,false,true,false,",./;'[]\-="
הָיְתָהtestالصفحات التّحول,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,95 Lakewood Gardens Road,39415,3583,19,9,false,true,false,true,﻿
